,0
2689,2001
2690,2001
2691,
2692,2000
2693,1999
2694,2000
2695,2001
2696,2001
2697,2001
2698,
2699,
2700,2001
2701,2000
2702,2001
2703,2001
2704,2000
2705,2001
2706,
2707,
2708,2001
2709,2001
2710,2001
2711,2000
2712,2000
2713,2000
2714,1998
2715,2000
2716,2001
2717,2001
2718,2001
2719,
2720,2002
2721,2001
2722,2001
2723,2001
2724,
2725,2001
2726,2002
2727,2002
2728,2001
2729,2001
2730,2001
2731,2001
2732,2002
2733,
2734,2002
2735,
2736,2001
2737,2002
2738,2002
2739,2002
2740,2001
2741,2002
2742,2001
2743,2000
2744,2000
2745,2001
2746,2001
2747,1997
2748,
2749,
2750,2001
2751,2001
2752,2000
2753,
2754,2002
2755,2002
2756,2001
2757,2002
2758,2001
2759,2003
2760,
2761,
2762,
2763,2001
2764,2002
2765,
2766,2001
2767,2001
2768,
2769,
2770,
2771,2002
2772,2002
2773,2002
2774,2001
2775,2002
2776,2002
2777,2002
2778,2002
2779,2003
2780,2002
2781,2003
2782,2003
2783,2003
2784,
2785,2002
2786,
2787,2003
2788,2002
2789,2002
2790,2002
2791,2003
2792,2003
2793,2003
2794,
2795,2003
2796,2002
2797,
2798,
2799,2002
2800,2003
2801,2002
2802,2002
2803,2003
2804,2002
2805,
2806,2002
2807,2001
2808,
2809,2002
2810,2003
2811,2003
2812,
2813,2003
2814,2002
2815,2003
2816,2003
2817,2002
2818,2002
2819,
2820,
2821,2002
2822,2002
2823,2003
2824,2003
2825,
2826,2003
2827,2002
2828,
2829,2001
2830,2003
2831,2003
2832,2003
2833,
2834,2003
2835,
2836,2003
2837,
2838,2003
2839,2002
2840,2003
2841,
2842,2003
2843,2003
2844,2003
2845,2002
2846,
2847,2003
2848,2003
2849,2002
2850,2002
2851,
2852,2002
2853,
2854,
2855,2003
2856,2003
2857,
2858,2003
2859,
2860,
2861,2004
2862,2004
2863,
2864,2003
2865,2003
2866,2004
2867,2003
2868,
2869,
2870,2004
2871,2004
2872,2002
2873,2003
2874,2003
2875,2003
2876,2003
2877,
2878,
2879,2003
2880,2003
2881,2004
2882,
2883,2003
2884,2004
2885,2003
2886,2004
2887,2003
2888,2003
2889,2003
2890,2003
2891,2003
2892,2004
2893,2004
2894,2004
2895,2004
2896,
2897,2003
2898,2004
2899,2003
2900,2003
2901,2003
2902,2004
2903,2004
2904,2004
2905,2003
2906,2004
2907,
2908,2004
2909,2003
2910,2003
2911,
2912,2003
2913,2003
2914,2004
2915,
2916,
2917,2003
2918,2004
2919,2004
2920,2004
2921,
2922,2005
2923,2005
2924,2004
2925,2007
2926,2005
2927,2004
2928,2004
2929,2005
2930,2005
2931,2004
2932,2005
2933,2005
2934,
2935,2005
2936,2003
2937,2005
2938,2005
2939,2004
2940,2005
2941,2005
2942,2005
2943,2005
2944,2005
2945,
2946,2005
2947,2005
2948,2005
2949,2004
2950,2005
2951,2004
2952,
2953,2004
2954,2005
2955,2004
2956,
2957,2005
2958,2005
2959,2005
2960,
2961,2004
2962,2004
2963,
2964,2005
2965,2005
2966,2004
2967,2005
2968,
2969,2004
2970,2005
2971,2005
2972,2005
2973,2005
2974,2005
2975,2005
2976,2005
2977,2005
2978,2005
2979,2004
2980,2005
2981,2004
2982,2005
2983,2004
2984,2005
2985,2005
2986,
2987,2005
2988,
2989,2004
2990,2004
2991,2005
2992,2003
2993,2005
2994,2005
2995,2004
2996,2004
2997,2005
2998,2006
2999,2004
3000,2004
0,2005
1,2005
2,
3,
4,
5,2006
6,2005
7,2006
8,
9,2005
10,2006
11,2006
12,2005
13,2005
14,2006
15,2006
16,2006
17,2006
18,2005
19,2005
20,2005
21,
22,2005
23,
24,
25,2004
26,2005
27,2006
28,2005
29,2006
30,
31,2005
32,2006
33,
34,
35,2005
36,2006
37,
38,2006
39,2005
40,2005
41,
42,2017
43,
44,2006
45,2005
46,2006
47,2005
48,2006
49,2005
50,2005
51,2005
52,2005
53,2005
54,2006
55,2006
56,2006
57,2007
58,2006
59,
60,2007
61,2006
62,2006
63,2006
64,
65,2006
66,2006
67,2007
68,2007
69,2006
70,2006
71,2007
72,2006
73,2007
74,
75,2007
76,2007
77,2006
78,2007
79,2006
80,2007
81,2006
82,2007
83,2006
84,2007
85,
86,2007
87,2006
88,2007
89,2006
90,2005
91,2006
92,2006
93,2006
94,2007
95,2007
96,2006
97,
98,
99,2006
100,2007
101,2007
102,2007
103,2007
104,2007
105,2006
106,2007
107,2006
108,2007
109,2006
110,2006
111,2006
112,2006
113,2007
114,2007
115,2007
116,
117,2007
118,2006
119,
120,2006
121,2006
122,
123,2007
124,
125,2007
126,2008
127,
128,2007
129,
130,
131,2008
132,2008
133,2008
134,2008
135,2007
136,2008
137,2008
138,2008
139,
140,2007
141,2008
142,2008
143,2008
144,2007
145,2007
146,2008
147,2007
148,2008
149,2008
150,2008
151,2008
152,2007
153,2008
154,2006
155,2008
156,2007
157,2008
158,2007
159,2007
160,2008
161,2007
162,2007
163,2008
164,
165,
166,2007
167,
168,
169,2008
170,2008
171,2007
172,
173,2008
174,2007
175,2008
176,2008
177,2008
178,
179,2007
180,2008
181,2008
182,2007
183,2007
184,2008
185,2008
186,2007
187,2008
188,2008
189,
190,2007
191,2008
192,
193,
194,2008
195,2007
196,2008
197,2007
198,2009
199,2008
200,2008
201,2009
202,2009
203,2008
204,2008
205,2008
206,2008
207,2008
208,2009
209,2009
210,2009
211,2009
212,2009
213,2009
214,2009
215,2009
216,2008
217,
218,2009
219,2009
220,2009
221,2009
222,2009
223,2009
224,2008
225,2006
226,
227,2009
228,2008
229,2008
230,2008
231,2009
232,2009
233,2008
234,2009
235,
236,2009
237,2009
238,2009
239,2009
240,2009
241,2008
242,2009
243,2009
244,2009
245,2009
246,2008
247,2009
248,
249,2008
250,2008
251,2009
252,2009
253,2009
254,
255,2009
256,2009
257,2008
258,2009
259,
260,
261,
262,2009
263,
264,
265,
266,2009
267,2009
268,2010
269,
270,2010
271,2009
272,2010
273,2009
274,2010
275,2009
276,2010
277,2010
278,2010
279,2010
280,
281,2009
282,
283,
284,2010
285,
286,2008
287,
288,
289,2010
290,2010
291,2010
292,2010
293,
294,2009
295,
296,2009
297,2010
298,2010
299,2010
300,2010
301,2009
302,2009
303,
304,2009
305,2009
306,2009
307,2010
308,2009
309,
310,2009
311,2010
312,
313,2010
314,2009
315,2010
316,2009
317,2010
318,2009
319,2009
320,2010
321,2009
322,
323,2010
324,
325,2008
326,2010
327,2010
328,2010
329,2010
330,2010
331,
332,
333,2011
334,2010
335,2011
336,2011
337,2010
338,
339,2011
340,
341,2011
342,
343,2006
344,2010
345,2011
346,
347,2011
348,2010
349,2011
350,2011
351,2010
352,2011
353,2011
354,2010
355,2011
356,
357,2010
358,
359,2011
360,
361,2010
362,2010
363,2011
364,
365,
366,2011
367,2011
368,
369,2011
370,2011
371,2011
372,2010
373,2011
374,2011
375,2011
376,2011
377,2010
378,2011
379,
380,2010
381,2011
382,2011
383,2010
384,2011
385,
386,2010
387,
388,
389,2011
390,2011
391,
392,2011
393,
394,2011
395,2011
396,
397,2011
398,2011
399,2011
400,
401,2011
402,2010
403,
404,
405,2011
406,
407,2012
408,2012
409,
410,2011
411,2012
412,2011
413,
414,2012
415,2011
416,2012
417,2012
418,2012
419,2012
420,2011
421,
422,2012
423,2011
424,2012
425,2011
426,2012
427,2012
428,2012
429,
430,2012
431,2012
432,2011
433,
434,2012
435,2011
436,2011
437,2011
438,2012
439,
440,
441,2012
442,2011
443,2011
444,2011
445,
446,2011
447,
448,2012
449,2012
450,2011
451,2011
452,2012
453,2012
454,2012
455,2011
456,2012
457,2012
458,2011
459,2010
460,2012
461,
462,2011
463,2011
464,2012
465,2011
466,2011
467,2011
468,
469,2012
470,
471,
472,2011
473,
474,2012
475,
476,2013
477,2012
478,2012
479,
480,2013
481,2013
482,2013
483,2013
484,2012
485,2013
486,2013
487,2012
488,2012
489,2013
490,2013
491,2013
492,
493,2012
494,2010
495,
496,
497,2012
498,2013
499,2012
500,2013
501,2013
502,2011
503,2012
504,
505,
506,
507,2013
508,2012
509,2012
510,2013
511,2012
512,2013
513,
514,
515,
516,
517,2013
518,2013
519,2012
520,2012
521,2013
522,2013
523,2012
524,2013
525,2013
526,2013
527,2013
528,2011
529,
530,2013
531,
532,2013
533,2012
534,2012
535,2013
536,2013
537,2013
538,2012
539,2011
540,2012
541,
542,2012
543,2013
544,2013
545,2013
546,2014
547,
548,2014
549,2014
550,2014
551,2013
552,2014
553,2013
554,2013
555,2013
556,2013
557,2013
558,2014
559,2014
560,
561,2012
562,2014
563,2013
564,2014
565,2014
566,
567,2014
568,2014
569,2014
570,
571,2013
572,
573,
574,2014
575,
576,2014
577,2014
578,2013
579,2014
580,2014
581,2014
582,2014
583,2014
584,2013
585,2012
586,2014
587,2014
588,
589,2014
590,2014
591,2013
592,2014
593,2014
594,
595,
596,2014
597,
598,2014
599,
600,2013
601,2013
602,2014
603,2014
604,
605,
606,2014
607,
608,2014
609,2014
610,
611,2013
612,2014
613,2014
614,
615,2014
616,2015
617,2014
618,2014
619,2014
620,2015
621,2015
622,2015
623,2014
624,2015
625,2015
626,2015
627,2015
628,
629,2014
630,2015
631,
632,2015
633,2014
634,2015
635,2015
636,
637,2015
638,2015
639,2015
640,2014
641,2014
642,2015
643,2014
644,
645,2014
646,
647,2014
648,2013
649,2015
650,2015
651,
652,2014
653,2015
654,2014
655,2015
656,2014
657,2015
658,2015
659,2015
660,2015
661,2014
662,
663,2014
664,2013
665,2015
666,
667,2015
668,2014
669,2013
670,
671,2015
672,2014
673,2015
674,2014
675,2015
676,
677,2014
678,2014
679,2015
680,1961
681,
682,
683,
684,1959
685,1960
686,
687,1956
688,1958
689,1959
690,
691,
692,1964
693,
694,
695,
696,
697,1974
698,
699,
700,
701,1954
702,
703,
704,
705,
706,1966
707,
708,1959
709,
710,
711,1958
712,
713,1956
714,
715,1975
716,1961
717,
718,1959
719,
720,
721,
722,
723,1971
724,1945
725,1972
726,1952
727,
728,
729,1954
730,1958
731,1957
732,
733,
734,1958
735,1939
736,
737,1952
738,
739,
740,1959
741,2011
742,1957
743,
744,
745,1959
746,1958
747,
748,1960
749,1955
750,1956
751,1963
752,
753,1988
754,1951
755,
756,
757,1958
758,1964
759,
760,1965
761,
762,1956
763,1967
764,
765,1982
766,1959
767,1959
768,1957
769,1960
770,1970
771,1958
772,
773,
774,
775,2017
776,1959
777,
778,
779,1967
780,
781,1948
782,
783,
784,
785,1967
786,
787,1954
788,1970
789,
790,1958
791,
792,
793,
794,2003
795,1981
796,1958
797,
798,
799,1956
800,
801,1960
802,1958
803,1987
804,
805,
806,1990
807,1958
808,
809,1958
810,
811,
812,
813,1958
814,
815,1959
816,
817,1952
818,
819,1979
820,1957
821,
822,
823,1949
824,
825,1962
826,
827,
828,
829,
830,
831,1960
832,
833,
834,
835,
836,1985
837,
838,1968
839,1964
840,1954
841,
842,1958
843,1947
844,1959
845,1983
846,1947
847,1959
848,
849,
850,
851,1956
852,
853,1959
854,
855,1953
856,1961
857,
858,1954
859,
860,
861,1957
862,1966
863,1964
864,1967
865,1974
866,
867,1969
868,1965
869,
870,
871,1966
872,
873,2016
874,
875,
876,1944
877,
878,
879,
880,1967
881,1968
882,1964
883,
884,
885,1967
886,1968
887,1971
888,
889,
890,
891,
892,
893,
894,
895,1969
896,
897,
898,
899,1968
900,
901,1967
902,1972
903,1987
904,1970
905,
906,
907,
908,
909,1968
910,1962
911,
912,1967
913,
914,
915,1968
916,1961
917,
918,1968
919,1966
920,
921,1967
922,
923,1971
924,1969
925,
926,1978
927,1963
928,
929,
930,
931,1966
932,1969
933,
934,
935,
936,
937,1990
938,1965
939,
940,
941,
942,
943,1966
944,
945,
946,
947,
948,1962
949,
950,1964
951,
952,
953,2008
954,
955,
956,
957,1967
958,
959,
960,
961,
962,1966
963,1981
964,1972
965,1964
966,2002
967,
968,1968
969,
970,
971,1965
972,1964
973,1962
974,1969
975,1969
976,
977,1974
978,1968
979,1968
980,2018
981,1966
982,1988
983,
984,1967
985,1983
986,1969
987,1966
988,
989,1968
990,
991,1966
992,1970
993,1967
994,
995,1968
996,1968
997,
998,2016
999,
1000,
1001,1968
1002,1965
1003,
1004,
1005,
1006,1966
1007,1966
1008,
1009,1967
1010,1965
1011,
1012,
1013,1967
1014,
1015,1967
1016,
1017,1992
1018,1966
1019,
1020,
1021,1959
1022,1964
1023,
1024,
1025,
1026,
1027,
1028,
1029,1969
1030,
1031,1967
1032,1978
1033,
1034,
1035,1960
1036,1969
1037,1967
1038,1964
1039,1975
1040,1965
1041,
1042,1968
1043,
1044,
1045,1967
1046,
1047,1992
1048,
1049,
1050,
1051,1972
1052,1967
1053,
1054,
1055,
1056,1967
1057,
1058,
1059,
1060,
1061,1972
1062,
1063,
1064,1968
1065,1990
1066,
1067,1961
1068,
1069,
1070,
1071,
1072,
1073,
1074,
1075,
1076,
1077,1969
1078,1968
1079,1963
1080,1969
1081,
1082,1961
1083,
1084,
1085,1988
1086,1972
1087,1969
1088,1972
1089,1966
1090,1965
1091,
1092,
1093,1961
1094,
1095,1962
1096,1968
1097,
1098,
1099,1965
1100,
1101,
1102,
1103,1966
1104,
1105,1969
1106,1968
1107,
1108,1967
1109,1969
1110,
1111,
1112,
1113,1967
1114,
1115,1965
1116,1972
1117,
1118,
1119,1966
1120,
1121,1962
1122,
1123,1968
1124,
1125,
1126,1964
1127,1966
1128,
1129,
1130,1968
1131,
1132,
1133,1983
1134,1970
1135,1962
1136,
1137,
1138,
1139,1967
1140,1968
1141,1965
1142,
1143,
1144,1964
1145,
1146,1965
1147,
1148,
1149,1964
1150,1979
1151,1968
1152,1963
1153,
1154,1966
1155,
1156,
1157,
1158,1966
1159,
1160,
1161,
1162,
1163,
1164,
1165,1969
1166,
1167,1967
1168,
1169,1968
1170,
1171,1969
1172,1965
1173,
1174,
1175,
1176,1967
1177,1968
1178,
1179,1967
1180,1971
1181,1968
1182,
1183,
1184,1972
1185,
1186,
1187,
1188,1969
1189,
1190,1967
1191,1967
1192,1964
1193,
1194,
1195,1965
1196,1967
1197,1967
1198,
1199,
1200,1965
1201,1991
1202,1962
1203,1960
1204,
1205,
1206,1966
1207,
1208,1978
1209,
1210,
1211,1965
1212,1967
1213,1969
1214,1967
1215,
1216,1978
1217,1975
1218,
1219,
1220,
1221,1966
1222,
1223,1966
1224,
1225,1968
1226,1968
1227,1963
1228,1967
1229,
1230,1967
1231,1968
1232,
1233,1965
1234,1967
1235,
1236,1969
1237,
1238,1968
1239,
1240,1964
1241,1967
1242,1968
1243,
1244,1967
1245,
1246,
1247,1966
1248,1962
1249,
1250,1973
1251,1967
1252,
1253,1967
1254,1961
1255,1969
1256,
1257,1988
1258,
1259,1986
1260,1960
1261,2010
1262,1982
1263,
1264,
1265,1970
1266,1960
1267,1967
1268,1967
1269,1967
1270,1965
1271,1967
1272,
1273,
1274,
1275,1958
1276,1973
1277,
1278,
1279,1967
1280,1966
1281,1967
1282,1967
1283,1960
1284,1968
1285,2011
1286,1963
1287,
1288,1974
1289,1979
1290,1975
1291,1979
1292,
1293,
1294,
1295,
1296,
1297,
1298,1972
1299,
1300,1973
1301,1973
1302,
1303,1970
1304,
1305,
1306,1971
1307,1970
1308,
1309,1976
1310,
1311,
1312,1972
1313,1969
1314,1984
1315,
1316,1977
1317,1973
1318,
1319,1976
1320,
1321,1977
1322,1973
1323,1973
1324,1971
1325,1977
1326,1977
1327,1976
1328,
1329,1977
1330,1979
1331,1978
1332,
1333,
1334,2005
1335,1975
1336,1978
1337,
1338,1988
1339,1975
1340,1978
1341,
1342,
1343,1972
1344,1971
1345,1979
1346,1979
1347,1975
1348,
1349,1971
1350,1969
1351,1970
1352,1979
1353,
1354,1970
1355,
1356,1986
1357,
1358,1972
1359,1976
1360,
1361,1970
1362,1969
1363,1974
1364,1976
1365,1973
1366,1976
1367,
1368,1987
1369,1971
1370,
1371,1970
1372,1970
1373,
1374,1971
1375,
1376,1976
1377,
1378,1970
1379,
1380,1976
1381,1976
1382,
1383,1969
1384,
1385,1977
1386,1978
1387,1978
1388,1992
1389,1977
1390,1970
1391,1973
1392,
1393,
1394,1974
1395,1978
1396,1979
1397,2010
1398,
1399,1975
1400,
1401,1978
1402,1974
1403,1970
1404,1977
1405,
1406,1980
1407,1973
1408,2017
1409,1977
1410,
1411,1985
1412,
1413,1975
1414,1979
1415,
1416,1973
1417,
1418,1972
1419,1977
1420,1977
1421,
1422,
1423,1971
1424,
1425,1978
1426,1977
1427,
1428,1995
1429,
1430,1971
1431,
1432,
1433,1984
1434,1972
1435,1970
1436,
1437,1971
1438,
1439,1975
1440,1979
1441,1967
1442,1972
1443,1973
1444,1972
1445,1976
1446,
1447,
1448,
1449,1970
1450,1972
1451,1972
1452,1971
1453,
1454,1978
1455,
1456,1971
1457,
1458,1974
1459,
1460,1975
1461,1979
1462,
1463,1979
1464,
1465,
1466,1971
1467,
1468,1977
1469,1979
1470,1975
1471,1975
1472,1992
1473,
1474,
1475,1971
1476,
1477,1967
1478,1978
1479,1989
1480,1973
1481,1978
1482,
1483,1970
1484,1977
1485,1993
1486,1987
1487,1972
1488,
1489,1972
1490,1994
1491,
1492,1977
1493,
1494,1977
1495,1971
1496,
1497,1972
1498,1969
1499,1987
1500,1977
1501,1978
1502,1975
1503,
1504,1975
1505,
1506,1979
1507,1970
1508,1979
1509,1979
1510,
1511,1972
1512,1975
1513,
1514,
1515,1980
1516,
1517,1974
1518,
1519,
1520,
1521,
1522,1970
1523,1972
1524,1972
1525,
1526,1970
1527,1978
1528,2002
1529,
1530,1980
1531,
1532,
1533,1978
1534,1973
1535,1977
1536,
1537,
1538,1960
1539,
1540,1975
1541,
1542,1979
1543,
1544,1980
1545,
1546,1970
1547,1977
1548,1975
1549,1976
1550,1980
1551,1970
1552,1973
1553,2014
1554,1977
1555,1972
1556,1977
1557,1975
1558,1976
1559,
1560,1973
1561,
1562,
1563,
1564,1972
1565,
1566,1973
1567,
1568,
1569,1970
1570,
1571,
1572,1978
1573,
1574,1979
1575,1977
1576,1971
1577,1982
1578,1979
1579,1976
1580,1975
1581,
1582,
1583,
1584,
1585,
1586,1974
1587,1977
1588,
1589,1990
1590,1971
1591,1978
1592,1972
1593,1975
1594,1977
1595,1975
1596,
1597,
1598,1979
1599,
1600,1977
1601,
1602,1972
1603,1976
1604,1970
1605,
1606,1973
1607,
1608,1975
1609,1963
1610,
1611,1976
1612,
1613,1978
1614,1973
1615,1976
1616,
1617,1975
1618,1985
1619,1968
1620,1976
1621,1970
1622,
1623,
1624,
1625,1971
1626,1987
1627,1970
1628,
1629,
1630,1969
1631,
1632,
1633,1975
1634,1982
1635,1973
1636,1979
1637,1972
1638,1979
1639,1970
1640,1971
1641,
1642,1974
1643,
1644,1979
1645,1985
1646,1966
1647,1974
1648,1978
1649,1976
1650,1988
1651,1976
1652,
1653,1979
1654,1970
1655,
1656,1997
1657,1978
1658,1989
1659,1975
1660,1978
1661,1974
1662,1979
1663,
1664,
1665,1977
1666,1973
1667,1973
1668,1978
1669,1971
1670,
1671,1966
1672,1979
1673,1970
1674,1973
1675,
1676,1976
1677,1978
1678,1971
1679,
1680,1973
1681,1971
1682,1974
1683,1976
1684,1979
1685,1977
1686,
1687,
1688,1976
1689,
1690,1971
1691,1970
1692,1976
1693,1978
1694,1975
1695,
1696,1978
1697,
1698,
1699,
1700,1977
1701,
1702,1979
1703,
1704,
1705,1978
1706,1984
1707,
1708,1972
1709,
1710,1976
1711,
1712,
1713,2000
1714,
1715,1978
1716,
1717,1976
1718,1975
1719,1977
1720,2001
1721,1976
1722,1971
1723,1971
1724,1968
1725,1979
1726,1979
1727,1977
1728,1973
1729,1981
1730,1980
1731,1982
1732,
1733,
1734,
1735,
1736,2003
1737,1982
1738,1987
1739,1980
1740,
1741,1986
1742,1982
1743,1988
1744,
1745,1989
1746,1981
1747,
1748,1984
1749,1979
1750,1980
1751,1985
1752,1980
1753,1988
1754,1986
1755,1989
1756,1987
1757,
1758,
1759,1983
1760,
1761,
1762,1987
1763,1987
1764,1986
1765,1984
1766,1982
1767,1985
1768,1984
1769,1985
1770,1981
1771,1985
1772,
1773,1981
1774,1981
1775,1989
1776,
1777,1981
1778,1986
1779,1981
1780,1987
1781,1985
1782,
1783,1984
1784,1987
1785,
1786,1988
1787,1989
1788,
1789,1983
1790,1982
1791,
1792,1984
1793,2008
1794,
1795,
1796,1983
1797,
1798,1988
1799,1984
1800,
1801,2012
1802,1989
1803,1980
1804,1983
1805,1983
1806,1982
1807,
1808,
1809,1968
1810,1982
1811,
1812,
1813,
1814,1983
1815,1987
1816,
1817,1988
1818,1981
1819,1989
1820,
1821,1980
1822,1982
1823,1980
1824,
1825,1989
1826,
1827,
1828,
1829,
1830,1985
1831,
1832,1987
1833,
1834,1981
1835,1987
1836,
1837,1984
1838,1986
1839,1987
1840,1984
1841,
1842,1983
1843,1983
1844,1983
1845,
1846,
1847,
1848,1989
1849,1986
1850,1984
1851,1986
1852,1988
1853,
1854,1983
1855,
1856,1981
1857,1986
1858,1987
1859,1983
1860,
1861,1981
1862,1970
1863,
1864,1983
1865,1983
1866,1982
1867,1989
1868,
1869,
1870,1984
1871,1990
1872,1986
1873,1982
1874,
1875,
1876,
1877,1982
1878,1988
1879,1987
1880,1983
1881,1982
1882,1983
1883,1955
1884,
1885,1987
1886,1988
1887,1982
1888,1988
1889,1989
1890,1984
1891,
1892,1988
1893,1980
1894,
1895,1989
1896,
1897,1982
1898,1985
1899,1988
1900,1984
1901,
1902,1955
1903,
1904,1994
1905,1987
1906,
1907,1982
1908,
1909,1988
1910,1988
1911,1989
1912,1986
1913,
1914,1986
1915,1988
1916,1986
1917,
1918,
1919,1987
1920,1990
1921,
1922,1987
1923,1985
1924,1986
1925,1982
1926,1976
1927,1985
1928,
1929,
1930,
1931,
1932,1982
1933,1983
1934,1989
1935,1982
1936,1980
1937,
1938,
1939,1981
1940,1990
1941,1981
1942,1984
1943,1984
1944,1996
1945,1984
1946,1982
1947,1992
1948,1980
1949,
1950,1986
1951,1983
1952,1980
1953,
1954,1987
1955,1989
1956,
1957,1980
1958,1989
1959,
1960,1990
1961,
1962,1989
1963,1988
1964,1989
1965,1980
1966,1984
1967,
1968,1968
1969,1986
1970,
1971,1983
1972,1988
1973,
1974,1987
1975,
1976,1983
1977,
1978,
1979,1988
1980,1987
1981,1980
1982,1989
1983,1989
1984,1982
1985,1986
1986,1986
1987,1992
1988,1981
1989,
1990,1988
1991,
1992,
1993,
1994,1986
1995,1979
1996,
1997,1981
1998,
1999,1987
2000,1985
2001,1982
2002,1988
2003,
2004,
2005,1998
2006,
2007,
2008,
2009,
2010,
2011,1986
2012,1990
2013,
2014,
2015,
2016,
2017,1987
2018,1982
2019,
2020,1988
2021,1989
2022,1987
2023,
2024,1989
2025,2012
2026,
2027,1987
2028,1980
2029,1978
2030,1983
2031,
2032,1988
2033,1987
2034,1975
2035,
2036,1985
2037,1985
2038,
2039,1985
2040,1980
2041,
2042,1988
2043,1984
2044,
2045,1982
2046,
2047,
2048,1980
2049,
2050,1987
2051,
2052,1985
2053,1981
2054,1981
2055,
2056,
2057,
2058,1980
2059,1977
2060,
2061,
2062,1980
2063,
2064,
2065,1982
2066,
2067,1982
2068,
2069,1987
2070,1985
2071,2006
2072,1989
2073,1984
2074,
2075,
2076,1989
2077,
2078,
2079,
2080,1984
2081,
2082,1982
2083,1987
2084,1988
2085,1979
2086,
2087,1983
2088,1985
2089,
2090,1992
2091,
2092,
2093,
2094,
2095,
2096,1981
2097,1983
2098,
2099,2000
2100,1989
2101,1990
2102,1985
2103,1983
2104,
2105,1987
2106,1986
2107,1988
2108,
2109,1980
2110,1989
2111,1986
2112,1988
2113,1981
2114,
2115,
2116,1989
2117,1988
2118,
2119,
2120,
2121,1981
2122,1991
2123,1984
2124,1985
2125,1983
2126,1987
2127,1982
2128,1986
2129,1986
2130,
2131,1984
2132,1982
2133,1974
2134,1988
2135,
2136,1987
2137,1984
2138,1980
2139,1983
2140,
2141,1980
2142,1984
2143,
2144,
2145,
2146,1982
2147,1982
2148,1986
2149,
2150,1989
2151,1978
2152,2009
2153,1985
2154,1984
2155,1981
2156,
2157,
2158,1957
2159,1985
2160,1985
2161,1982
2162,1986
2163,
2164,1983
2165,
2166,
2167,
2168,1989
2169,1981
2170,
2171,1982
2172,
2173,1988
2174,
2175,1982
2176,1985
2177,
2178,1984
2179,1985
2180,
2181,1986
2182,
2183,1988
2184,1989
2185,
2186,1986
2187,
2188,1984
2189,1985
2190,1983
2191,
2192,1960
2193,1979
2194,
2195,1987
2196,1984
2197,1986
2198,
2199,1986
2200,1981
2201,1983
2202,1999
2203,1949
2204,2005
2205,1983
2206,2002
2207,
2208,
2209,2004
2210,1980
2211,1983
2212,1981
2213,
2214,
2215,1998
2216,
2217,
2218,1982
2219,1987
2220,1994
2221,
2222,1981
2223,
2224,1984
2225,
2226,1981
2227,1979
2228,1982
2229,1983
2230,1985
2231,1982
2232,
2233,
2234,1983
2235,
2236,
2237,
2238,1984
2239,
2240,
2241,1988
2242,1998
2243,1994
2244,1998
2245,1994
2246,1999
2247,1994
2248,1992
2249,
2250,
2251,1997
2252,1997
2253,1993
2254,1997
2255,
2256,1996
2257,1997
2258,1993
2259,1990
2260,
2261,1992
2262,1998
2263,1992
2264,1990
2265,1995
2266,
2267,1991
2268,
2269,1992
2270,1991
2271,
2272,1994
2273,
2274,1995
2275,1999
2276,
2277,1994
2278,1991
2279,1995
2280,1995
2281,1999
2282,1996
2283,1999
2284,1994
2285,
2286,1995
2287,1997
2288,1992
2289,
2290,1993
2291,1995
2292,1998
2293,
2294,1994
2295,
2296,1992
2297,2000
2298,
2299,1995
2300,
2301,
2302,1999
2303,1999
2304,1993
2305,1991
2306,1994
2307,1994
2308,1999
2309,1996
2310,1998
2311,
2312,1993
2313,1990
2314,2004
2315,2008
2316,
2317,
2318,1997
2319,1992
2320,1997
2321,1990
2322,1996
2323,
2324,1992
2325,1997
2326,
2327,2000
2328,1996
2329,1998
2330,1997
2331,1992
2332,
2333,1993
2334,1996
2335,1992
2336,1991
2337,
2338,
2339,1996
2340,1999
2341,1992
2342,1996
2343,
2344,1996
2345,1995
2346,1997
2347,1996
2348,1994
2349,1994
2350,
2351,1997
2352,1991
2353,1999
2354,1998
2355,1995
2356,1995
2357,1999
2358,1997
2359,1998
2360,1987
2361,1999
2362,1993
2363,1991
2364,1994
2365,2005
2366,1993
2367,1995
2368,1999
2369,1994
2370,1998
2371,1995
2372,
2373,1996
2374,1996
2375,1998
2376,1998
2377,1993
2378,
2379,1998
2380,1998
2381,
2382,1999
2383,
2384,
2385,1997
2386,1990
2387,1968
2388,1993
2389,1995
2390,1998
2391,
2392,1997
2393,1995
2394,1996
2395,
2396,1995
2397,1997
2398,1991
2399,1995
2400,1963
2401,1995
2402,
2403,1996
2404,
2405,
2406,
2407,1992
2408,
2409,1996
2410,1998
2411,1997
2412,1992
2413,1990
2414,1994
2415,1996
2416,1988
2417,1997
2418,1995
2419,
2420,1998
2421,
2422,1994
2423,1994
2424,1998
2425,1999
2426,
2427,1994
2428,
2429,1994
2430,1997
2431,2001
2432,1996
2433,1992
2434,1995
2435,1995
2436,
2437,
2438,1999
2439,1998
2440,
2441,1994
2442,1993
2443,1992
2444,
2445,2000
2446,1993
2447,1998
2448,1995
2449,1989
2450,
2451,
2452,
2453,1999
2454,
2455,1983
2456,1996
2457,
2458,1998
2459,1999
2460,1998
2461,
2462,
2463,1998
2464,
2465,1977
2466,1993
2467,1997
2468,1990
2469,1998
2470,1998
2471,1997
2472,1997
2473,1997
2474,
2475,1991
2476,1997
2477,1997
2478,1997
2479,1996
2480,
